Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,Projection
WR,Ja'Marcus Bradley (28793015),Ja'Marcus Bradley,28793015,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Dez Fitzpatrick (28793017),Dez Fitzpatrick,28793017,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Dan Chisena (28793019),Dan Chisena,28793019,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Hakeem Butler (28793021),Hakeem Butler,28793021,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Jordan Byrd (28793023),Jordan Byrd,28793023,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
DST,Steelers  (28793585),Steelers,28793585,DST,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,5.5
WR,Anthony Miller (29248795),Anthony Miller,29248795,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0
WR,Simi Fehoko (29332579),Simi Fehoko,29332579,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Dyami Brown (28792955),Dyami Brown,28792955,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,2.3
WR,Dax Milne (28792957),Dax Milne,28792957,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0.7
WR,Byron Pringle (28792959),Byron Pringle,28792959,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,1.2
WR,Marcus Kemp (28792961),Marcus Kemp,28792961,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Kyric McGowan (28792963),Kyric McGowan,28792963,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Kazmeir Allen (28792965),Kazmeir Allen,28792965,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Zion Bowens (28792967),Zion Bowens,28792967,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Mitchell Tinsley (28792969),Mitchell Tinsley,28792969,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Brycen Tremayne (28792971),Brycen Tremayne,28792971,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Jalen Sample (28792973),Jalen Sample,28792973,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Michael Wilson (28792975),Michael Wilson,28792975,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,5.4
WR,Zach Pascal (28792977),Zach Pascal,28792977,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,2.7
WR,Andre Baccellia (28792979),Andre Baccellia,28792979,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Daniel Arias (28792981),Daniel Arias,28792981,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Brian Cobbs (28792983),Brian Cobbs,28792983,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Brandon Smith (28792985),Brandon Smith,28792985,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Davion Davis (28792987),Davion Davis,28792987,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Kaden Davis (28792989),Kaden Davis,28792989,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Cody Chrest (28792781),Cody Chrest,28792781,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Jayden Reed (28792917),Jayden Reed,28792917,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,7.4
WR,Samori Toure (28792919),Samori Toure,28792919,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,2.1
WR,Dontayvion Wicks (28792921),Dontayvion Wicks,28792921,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,2.3
WR,Grant DuBose (28792923),Grant DuBose,28792923,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Bo Melton (28792925),Bo Melton,28792925,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Malik Heath (28792927),Malik Heath,28792927,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Duece Watts (28792929),Duece Watts,28792929,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Jadakis Bonds (28792931),Jadakis Bonds,28792931,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Jeff Cotton Jr. (28792933),Jeff Cotton Jr.,28792933,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Equanimeous St. Brown (28792935),Equanimeous St. Brown,28792935,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Tyler Scott (28792937),Tyler Scott,28792937,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,3.1
WR,Dante Pettis (28792939),Dante Pettis,28792939,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Velus Jones Jr. (28792941),Velus Jones Jr.,28792941,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0.6
WR,Nsimba Webster (28792943),Nsimba Webster,28792943,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Isaiah Ford (28792945),Isaiah Ford,28792945,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Daurice Fountain (28792947),Daurice Fountain,28792947,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Joe Reed (28792949),Joe Reed,28792949,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Aron Cruickshank (28792953),Aron Cruickshank,28792953,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Dre Miller (29001062),Dre Miller,29001062,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Keelan Cole Sr. (28792887),Keelan Cole Sr.,28792887,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Tre Tucker (28792889),Tre Tucker,28792889,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,2.5
WR,Cam Sims (28792893),Cam Sims,28792893,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,DJ Turner (28792895),DJ Turner,28792895,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Chris Lacy (28792897),Chris Lacy,28792897,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Kristian Wilkerson (28792899),Kristian Wilkerson,28792899,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Marvin Mims Jr. (28792901),Marvin Mims Jr.,28792901,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,7.5
WR,Kendall Hinton (28792903),Kendall Hinton,28792903,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Lil'Jordan Humphrey (28792905),Lil'Jordan Humphrey,28792905,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Brandon Johnson (28792907),Brandon Johnson,28792907,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,2.8
WR,Jalen Virgil (28792909),Jalen Virgil,28792909,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Nick Williams (28792911),Nick Williams,28792911,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Montrell Washington (28792913),Montrell Washington,28792913,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Taylor Grimes (28792915),Taylor Grimes,28792915,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Austin Hooper (28793301),Austin Hooper,28793301,TE/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,4
WR,Michael Bandy (29001048),Michael Bandy,29001048,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Isaiah Zuber (29095820),Isaiah Zuber,29095820,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,J.J. Koski (29095822),J.J. Koski,29095822,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Josh Hammond (29248793),Josh Hammond,29248793,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Antoine Wesley (29332575),Antoine Wesley,29332575,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,David Sills V (29332577),David Sills V,29332577,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Milton Wright (28792779),Milton Wright,28792779,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Jalen Guyton (28792857),Jalen Guyton,28792857,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Derius Davis (28792859),Derius Davis,28792859,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,1.5
WR,Keelan Doss (28792861),Keelan Doss,28792861,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,John Hightower (28792863),John Hightower,28792863,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Darrius Shepherd (28792865),Darrius Shepherd,28792865,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Pokey Wilson (28792867),Pokey Wilson,28792867,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Terrell Bynum (28792869),Terrell Bynum,28792869,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Cedrick Wilson Jr. (28792871),Cedrick Wilson Jr.,28792871,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,4.4
WR,Braxton Berrios (28792873),Braxton Berrios,28792873,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,4.5
WR,River Cracraft (28792875),River Cracraft,28792875,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,1.9
WR,Erik Ezukanma (28792877),Erik Ezukanma,28792877,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Braylon Sanders (28792881),Braylon Sanders,28792881,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Chris Coleman (28792883),Chris Coleman,28792883,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Daewood Davis (28792885),Daewood Davis,28792885,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Keke Coutee (28793035),Keke Coutee,28793035,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Alex Erickson (29332573),Alex Erickson,29332573,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Olamide Zaccheaus (28792821),Olamide Zaccheaus,28792821,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,3.1
WR,Devon Allen (28792823),Devon Allen,28792823,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Tyrie Cleveland (28792825),Tyrie Cleveland,28792825,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Greg Ward (28792827),Greg Ward,28792827,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Britain Covey (28792829),Britain Covey,28792829,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Deon Cain (28792831),Deon Cain,28792831,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Jadon Haselwood (28792833),Jadon Haselwood,28792833,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Joseph Ngata (28792835),Joseph Ngata,28792835,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Charleston Rambo (28792837),Charleston Rambo,28792837,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Tyquan Thornton (28792839),Tyquan Thornton,28792839,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Kayshon Boutte (28792841),Kayshon Boutte,28792841,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,1
WR,Demario Douglas (28792843),Demario Douglas,28792843,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,3
WR,Tre Nixon (28792845),Tre Nixon,28792845,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Matthew Slater (28792849),Matthew Slater,28792849,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,C.J. Board (28792851),C.J. Board,28792851,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Ed Lee (28792853),Ed Lee,28792853,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Jalen Hurd (28792855),Jalen Hurd,28792855,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,T.J. Luther (29332571),T.J. Luther,29332571,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Dee Eskridge (28792785),Dee Eskridge,28792785,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Dareke Young (28792787),Dareke Young,28792787,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Cody Thompson (28792789),Cody Thompson,28792789,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Cade Johnson (28792791),Cade Johnson,28792791,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Easop Winston Jr. (28792793),Easop Winston Jr.,28792793,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Jake Bobo (28792795),Jake Bobo,28792795,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,2
WR,Matt Landers (28792797),Matt Landers,28792797,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Tyjon Lindsey (28792799),Tyjon Lindsey,28792799,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,John Hall (28792801),John Hall,28792801,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Demarcus Robinson (28792803),Demarcus Robinson,28792803,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,6.3
WR,Tutu Atwell (28792805),Tutu Atwell,28792805,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,8.6
WR,Puka Nacua (28792807),Puka Nacua,28792807,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,5.4
WR,Austin Trammell (28792811),Austin Trammell,28792811,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
WR,Tyler Johnson (28792813),Tyler Johnson,28792813,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
WR,Xavier Smith (28792815),Xavier Smith,28792815,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
WR,Braxton Burmeister (28792817),Braxton Burmeister,28792817,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
WR,Tyler Hudson (28792819),Tyler Hudson,28792819,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
WR,Ra'Shaun Henry (28793155),Ra'Shaun Henry,28793155,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Justin Marshall (29095818),Justin Marshall,29095818,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
DST,Bengals  (28793587),Bengals,28793587,DST,2900,CIN@CLE 09/10/2023 01:00PM ET,CIN,6.6
TE,Kylen Granson (28793309),Kylen Granson,28793309,TE/FLEX,2900,JAX@IND 09/10/2023 01:00PM ET,IND,6.4
TE,Luke Musgrave (28793311),Luke Musgrave,28793311,TE/FLEX,2900,GB@CHI 09/10/2023 04:25PM ET,GB,6.4
DST,Bears  (28793586),Bears,28793586,DST,2900,GB@CHI 09/10/2023 04:25PM ET,CHI,6.1
TE,Dan Arnold (28793307),Dan Arnold,28793307,TE/FLEX,2900,PHI@NE 09/10/2023 04:25PM ET,PHI,0.8
DST,Commanders  (28793589),Commanders,28793589,DST,2800,ARI@WAS 09/10/2023 01:00PM ET,WAS,8.2
DST,Packers  (28793588),Packers,28793588,DST,2800,GB@CHI 09/10/2023 04:25PM ET,GB,6.7
TE,Michael Mayer (28793317),Michael Mayer,28793317,TE/FLEX,2800,LV@DEN 09/10/2023 04:25PM ET,LV,4.2
TE,Durham Smythe (28793315),Durham Smythe,28793315,TE/FLEX,2800,MIA@LAC 09/10/2023 04:25PM ET,MIA,3.7
TE,Brycen Hopkins (28793313),Brycen Hopkins,28793313,TE/FLEX,2800,LAR@SEA 09/10/2023 04:25PM ET,LAR,2.7
TE,Jonnu Smith (28793323),Jonnu Smith,28793323,TE/FLEX,2700,CAR@ATL 09/10/2023 01:00PM ET,ATL,2.3
TE,Foster Moreau (28793321),Foster Moreau,28793321,TE/FLEX,2700,TEN@NO 09/10/2023 01:00PM ET,NO,3.4
TE,Albert Okwuegbunam (28793319),Albert Okwuegbunam,28793319,TE/FLEX,2700,PHI@NE 09/10/2023 04:25PM ET,PHI,0.5
DST,Patriots  (28793591),Patriots,28793591,DST,2700,PHI@NE 09/10/2023 04:25PM ET,NE,5.7
DST,Rams  (28793590),Rams,28793590,DST,2700,LAR@SEA 09/10/2023 04:25PM ET,LAR,5.1
DST,Panthers  (28793593),Panthers,28793593,DST,2600,CAR@ATL 09/10/2023 01:00PM ET,CAR,5.6
TE,Jordan Akins (28793329),Jordan Akins,28793329,TE/FLEX,2600,CIN@CLE 09/10/2023 01:00PM ET,CLE,2.9
DST,Browns  (28793594),Browns,28793594,DST,2600,CIN@CLE 09/10/2023 01:00PM ET,CLE,5.1
DST,Titans  (28793592),Titans,28793592,DST,2600,TEN@NO 09/10/2023 01:00PM ET,TEN,5.2
TE,Donald Parham Jr. (28793327),Donald Parham Jr.,28793327,TE/FLEX,2600,MIA@LAC 09/10/2023 04:25PM ET,LAC,3.2
TE,Will Dissly (28793325),Will Dissly,28793325,TE/FLEX,2600,LAR@SEA 09/10/2023 04:25PM ET,SEA,2.7
TE,Lucas Krull (28793461),Lucas Krull,28793461,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Pharaoh Brown (28793515),Pharaoh Brown,28793515,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0
TE,Nick Bowers (28793535),Nick Bowers,28793535,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
TE,Nick Vannett (29001084),Nick Vannett,29001084,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
TE,Ian Thomas (28793557),Ian Thomas,28793557,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,1
TE,Tommy Tremble (28793559),Tommy Tremble,28793559,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,2.4
TE,Giovanni Ricci (28793561),Giovanni Ricci,28793561,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,0.6
TE,Stephen Sullivan (28793563),Stephen Sullivan,28793563,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
TE,MyCole Pruitt (28793565),MyCole Pruitt,28793565,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
TE,Parker Hesse (28793567),Parker Hesse,28793567,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
TE,Feleipe Franks (28793569),Feleipe Franks,28793569,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
TE,John FitzPatrick (28793571),John FitzPatrick,28793571,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
TE,Tucker Fisk (28793573),Tucker Fisk,28793573,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
TE,Charlie Kolar (28793541),Charlie Kolar,28793541,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,BAL,1.7
TE,Travis Vokolek (28793543),Travis Vokolek,28793543,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
TE,Tyler Ott (28793545),Tyler Ott,28793545,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
TE,Teagan Quitoriano (28793547),Teagan Quitoriano,28793547,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,1.1
TE,Brevin Jordan (28793549),Brevin Jordan,28793549,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,3
TE,Eric Tomlinson (28793551),Eric Tomlinson,28793551,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
TE,Mason Schreck (28793553),Mason Schreck,28793553,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
TE,Jordan Murray (28793555),Jordan Murray,28793555,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
TE,Dalton Keene (29001082),Dalton Keene,29001082,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
TE,Zach Gentry (28793451),Zach Gentry,28793451,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
TE,Harrison Bryant (28793521),Harrison Bryant,28793521,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,2.4
TE,Zaire Mitchell-Paden (28793523),Zaire Mitchell-Paden,28793523,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
TE,Thomas Greaney (28793525),Thomas Greaney,28793525,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
TE,Mitchell Wilcox (28793527),Mitchell Wilcox,28793527,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
TE,Drew Sample (28793529),Drew Sample,28793529,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,1.6
TE,Devin Asiasi (28793531),Devin Asiasi,28793531,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
TE,Tanner Hudson (28793533),Tanner Hudson,28793533,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
TE,Christian Trahan (28793537),Christian Trahan,28793537,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
TE,Cal Adomitis (28793539),Cal Adomitis,28793539,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
TE,Miller Forristall (29001080),Miller Forristall,29001080,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
TE,Brenton Strange (28793499),Brenton Strange,28793499,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,2
TE,Luke Farrell (28793501),Luke Farrell,28793501,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0
TE,Gerrit Prince (28793503),Gerrit Prince,28793503,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0
TE,Sammis Reyes (28793505),Sammis Reyes,28793505,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0
TE,Josh Pederson (28793507),Josh Pederson,28793507,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0
TE,Leonard Taylor (28793509),Leonard Taylor,28793509,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0
TE,Mo Alie-Cox (28793511),Mo Alie-Cox,28793511,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,3
TE,Will Mallory (28793513),Will Mallory,28793513,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0
TE,Drew Ogletree (28793517),Drew Ogletree,28793517,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0
TE,Ricky Seals-Jones (29001064),Ricky Seals-Jones,29001064,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0
TE,Nick Eubanks (29001076),Nick Eubanks,29001076,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0
TE,Michael Jacobson (29001078),Michael Jacobson,29001078,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0
TE,Payne Durham (28793477),Payne Durham,28793477,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0.8
TE,Ko Kieft (28793479),Ko Kieft,28793479,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,2
TE,David Wells (28793481),David Wells,28793481,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0
TE,Dominique Dafney (28793483),Dominique Dafney,28793483,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0
TE,Tanner Taula (28793485),Tanner Taula,28793485,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0
TE,Josh Oliver (28793487),Josh Oliver,28793487,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,2.1
TE,Johnny Mundt (28793489),Johnny Mundt,28793489,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0.7
TE,Nick Muse (28793491),Nick Muse,28793491,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0
TE,Colin Thompson (28793493),Colin Thompson,28793493,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0
TE,Andrew DePaola (28793497),Andrew DePaola,28793497,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0
TE,Tommy Hudson (28793393),Tommy Hudson,28793393,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0
TE,Jimmy Graham (28793457),Jimmy Graham,28793457,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0
TE,Jesse James (28793459),Jesse James,28793459,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0
TE,Zach Wood (28793463),Zach Wood,28793463,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0
TE,Josh Whyle (28793465),Josh Whyle,28793465,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,2.3
TE,Trevon Wesco (28793467),Trevon Wesco,28793467,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,1.1
TE,Kevin Rader (28793469),Kevin Rader,28793469,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0
TE,Thomas Odukoya (28793471),Thomas Odukoya,28793471,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0
TE,Justin Rigg (28793473),Justin Rigg,28793473,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0
