Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,Projection
WR,Justin Jefferson (28792603),Justin Jefferson,28792603,WR/FLEX,8800,TB@MIN 09/10/2023 01:00PM ET,MIN,24.6
RB,Christian McCaffrey (28792269),Christian McCaffrey,28792269,RB/FLEX,8700,SF@PIT 09/10/2023 01:00PM ET,SF,18.4
RB,Austin Ekeler (28792271),Austin Ekeler,28792271,RB/FLEX,8400,MIA@LAC 09/10/2023 04:25PM ET,LAC,19.5
WR,Cooper Kupp (28792605),Cooper Kupp,28792605,WR/FLEX,8400,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
RB,Nick Chubb (28792273),Nick Chubb,28792273,RB/FLEX,8200,CIN@CLE 09/10/2023 01:00PM ET,CLE,17.4
WR,Tyreek Hill (28792607),Tyreek Hill,28792607,WR/FLEX,8200,MIA@LAC 09/10/2023 04:25PM ET,MIA,19
WR,Ja'Marr Chase (28792609),Ja'Marr Chase,28792609,WR/FLEX,8100,CIN@CLE 09/10/2023 01:00PM ET,CIN,18.7
RB,Bijan Robinson (28792275),Bijan Robinson,28792275,RB/FLEX,8000,CAR@ATL 09/10/2023 01:00PM ET,ATL,16.7
QB,Lamar Jackson (28792178),Lamar Jackson,28792178,QB,8000,HOU@BAL 09/10/2023 01:00PM ET,BAL,22.3
RB,Jonathan Taylor (28792277),Jonathan Taylor,28792277,RB/FLEX,7900,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Davante Adams (28792611),Davante Adams,28792611,WR/FLEX,7900,LV@DEN 09/10/2023 04:25PM ET,LV,16
RB,Derrick Henry (28792279),Derrick Henry,28792279,RB/FLEX,7800,TEN@NO 09/10/2023 01:00PM ET,TEN,17.8
QB,Jalen Hurts (28792179),Jalen Hurts,28792179,QB,7800,PHI@NE 09/10/2023 04:25PM ET,PHI,23.5
QB,Justin Fields (28792180),Justin Fields,28792180,QB,7700,GB@CHI 09/10/2023 04:25PM ET,CHI,20.7
RB,Josh Jacobs (28792281),Josh Jacobs,28792281,RB/FLEX,7700,LV@DEN 09/10/2023 04:25PM ET,LV,17
WR,A.J. Brown (28792613),A.J. Brown,28792613,WR/FLEX,7600,PHI@NE 09/10/2023 04:25PM ET,PHI,16.4
WR,Keenan Allen (28792615),Keenan Allen,28792615,WR/FLEX,7300,MIA@LAC 09/10/2023 04:25PM ET,LAC,15.5
WR,DeVonta Smith (28792617),DeVonta Smith,28792617,WR/FLEX,7200,PHI@NE 09/10/2023 04:25PM ET,PHI,14
QB,Joe Burrow (28792181),Joe Burrow,28792181,QB,7100,CIN@CLE 09/10/2023 01:00PM ET,CIN,19.4
WR,Jaylen Waddle (28792619),Jaylen Waddle,28792619,WR/FLEX,7100,MIA@LAC 09/10/2023 04:25PM ET,MIA,14.7
RB,Rhamondre Stevenson (28792283),Rhamondre Stevenson,28792283,RB/FLEX,7000,PHI@NE 09/10/2023 04:25PM ET,NE,15.3
WR,DK Metcalf (28792621),DK Metcalf,28792621,WR/FLEX,7000,LAR@SEA 09/10/2023 04:25PM ET,SEA,15.4
RB,Travis Etienne Jr. (28792285),Travis Etienne Jr.,28792285,RB/FLEX,6900,JAX@IND 09/10/2023 01:00PM ET,JAX,14.4
WR,DeAndre Hopkins (28792623),DeAndre Hopkins,28792623,WR/FLEX,6900,TEN@NO 09/10/2023 01:00PM ET,TEN,13.4
QB,Justin Herbert (28792182),Justin Herbert,28792182,QB,6900,MIA@LAC 09/10/2023 04:25PM ET,LAC,21
RB,Joe Mixon (28792287),Joe Mixon,28792287,RB/FLEX,6800,CIN@CLE 09/10/2023 01:00PM ET,CIN,14.8
WR,Tee Higgins (28792625),Tee Higgins,28792625,WR/FLEX,6800,CIN@CLE 09/10/2023 01:00PM ET,CIN,14.3
RB,Alvin Kamara (28792289),Alvin Kamara,28792289,RB/FLEX,6700,TEN@NO 09/10/2023 01:00PM ET,NO,0
QB,Tua Tagovailoa (28792183),Tua Tagovailoa,28792183,QB,6700,MIA@LAC 09/10/2023 04:25PM ET,MIA,18.4
WR,Tyler Lockett (28792627),Tyler Lockett,28792627,WR/FLEX,6700,LAR@SEA 09/10/2023 04:25PM ET,SEA,14.5
RB,J.K. Dobbins (28792291),J.K. Dobbins,28792291,RB/FLEX,6600,HOU@BAL 09/10/2023 01:00PM ET,BAL,13.7
WR,Jerry Jeudy (28792629),Jerry Jeudy,28792629,WR/FLEX,6600,LV@DEN 09/10/2023 04:25PM ET,DEN,11.5
QB,Trevor Lawrence (28792184),Trevor Lawrence,28792184,QB,6500,JAX@IND 09/10/2023 01:00PM ET,JAX,19.9
WR,Calvin Ridley (28792633),Calvin Ridley,28792633,WR/FLEX,6500,JAX@IND 09/10/2023 01:00PM ET,JAX,14.2
RB,Alexander Mattison (28792293),Alexander Mattison,28792293,RB/FLEX,6500,TB@MIN 09/10/2023 01:00PM ET,MIN,12.9
WR,Chris Olave (28792631),Chris Olave,28792631,WR/FLEX,6500,TEN@NO 09/10/2023 01:00PM ET,NO,15.2
RB,James Conner (28792295),James Conner,28792295,RB/FLEX,6400,ARI@WAS 09/10/2023 01:00PM ET,ARI,13.6
WR,Terry McLaurin (28792635),Terry McLaurin,28792635,WR/FLEX,6400,ARI@WAS 09/10/2023 01:00PM ET,WAS,13.6
QB,Kirk Cousins (28792185),Kirk Cousins,28792185,QB,6300,TB@MIN 09/10/2023 01:00PM ET,MIN,19.1
WR,Mike Evans (28792637),Mike Evans,28792637,WR/FLEX,6300,TB@MIN 09/10/2023 01:00PM ET,TB,12.8
RB,Aaron Jones (28792297),Aaron Jones,28792297,RB/FLEX,6300,GB@CHI 09/10/2023 04:25PM ET,GB,14.4
TE,Mark Andrews (28793249),Mark Andrews,28793249,TE/FLEX,6200,HOU@BAL 09/10/2023 01:00PM ET,BAL,12.4
WR,Michael Pittman Jr. (28792639),Michael Pittman Jr.,28792639,WR/FLEX,6200,JAX@IND 09/10/2023 01:00PM ET,IND,12.4
RB,Cam Akers (28792299),Cam Akers,28792299,RB/FLEX,6200,LAR@SEA 09/10/2023 04:25PM ET,LAR,13.7
RB,Najee Harris (28792301),Najee Harris,28792301,RB/FLEX,6100,SF@PIT 09/10/2023 01:00PM ET,PIT,12.2
WR,DJ Moore (28792641),DJ Moore,28792641,WR/FLEX,6100,GB@CHI 09/10/2023 04:25PM ET,CHI,14.6
QB,Geno Smith (28792186),Geno Smith,28792186,QB,6100,LAR@SEA 09/10/2023 04:25PM ET,SEA,18.3
QB,Deshaun Watson (28792187),Deshaun Watson,28792187,QB,6000,CIN@CLE 09/10/2023 01:00PM ET,CLE,19
WR,Christian Watson (28792643),Christian Watson,28792643,WR/FLEX,6000,GB@CHI 09/10/2023 04:25PM ET,GB,13.1
RB,Kenneth Walker III (28792303),Kenneth Walker III,28792303,RB/FLEX,6000,LAR@SEA 09/10/2023 04:25PM ET,SEA,13.9
WR,Chris Godwin (28792645),Chris Godwin,28792645,WR/FLEX,5900,TB@MIN 09/10/2023 01:00PM ET,TB,13.9
TE,T.J. Hockenson (28793251),T.J. Hockenson,28793251,TE/FLEX,5900,TB@MIN 09/10/2023 01:00PM ET,MIN,11.7
QB,Russell Wilson (28792188),Russell Wilson,28792188,QB,5900,LV@DEN 09/10/2023 04:25PM ET,DEN,15.9
RB,Dameon Pierce (28792305),Dameon Pierce,28792305,RB/FLEX,5800,HOU@BAL 09/10/2023 01:00PM ET,HOU,12.6
WR,Amari Cooper (28792647),Amari Cooper,28792647,WR/FLEX,5800,CIN@CLE 09/10/2023 01:00PM ET,CLE,13.4
QB,Kyler Murray (28792189),Kyler Murray,28792189,QB,5800,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,George Kittle (28793253),George Kittle,28793253,TE/FLEX,5700,SF@PIT 09/10/2023 01:00PM ET,SF,10.3
RB,Javonte Williams (28792307),Javonte Williams,28792307,RB/FLEX,5700,LV@DEN 09/10/2023 04:25PM ET,DEN,11.1
WR,Mike Williams (28792649),Mike Williams,28792649,WR/FLEX,5700,MIA@LAC 09/10/2023 04:25PM ET,LAC,14.1
QB,Matthew Stafford (28792190),Matthew Stafford,28792190,QB,5700,LAR@SEA 09/10/2023 04:25PM ET,LAR,15.5
RB,Miles Sanders (28792309),Miles Sanders,28792309,RB/FLEX,5600,CAR@ATL 09/10/2023 01:00PM ET,CAR,12.2
QB,Anthony Richardson (28792191),Anthony Richardson,28792191,QB,5600,JAX@IND 09/10/2023 01:00PM ET,IND,17.4
WR,Christian Kirk (28792651),Christian Kirk,28792651,WR/FLEX,5600,JAX@IND 09/10/2023 01:00PM ET,JAX,13.2
QB,Bryce Young (28792192),Bryce Young,28792192,QB,5500,CAR@ATL 09/10/2023 01:00PM ET,CAR,14.2
RB,Rachaad White (28792313),Rachaad White,28792313,RB/FLEX,5500,TB@MIN 09/10/2023 01:00PM ET,TB,12.5
WR,Deebo Samuel (28792653),Deebo Samuel,28792653,WR/FLEX,5500,SF@PIT 09/10/2023 01:00PM ET,SF,13
RB,D'Onta Foreman (28792311),D'Onta Foreman,28792311,RB/FLEX,5500,GB@CHI 09/10/2023 04:25PM ET,CHI,6.4
RB,Tyler Allgeier (28792319),Tyler Allgeier,28792319,RB/FLEX,5400,CAR@ATL 09/10/2023 01:00PM ET,ATL,7.9
WR,Drake London (28792655),Drake London,28792655,WR/FLEX,5400,CAR@ATL 09/10/2023 01:00PM ET,ATL,12.7
QB,C.J. Stroud (28792194),C.J. Stroud,28792194,QB,5400,HOU@BAL 09/10/2023 01:00PM ET,HOU,13.7
QB,Brock Purdy (28792193),Brock Purdy,28792193,QB,5400,SF@PIT 09/10/2023 01:00PM ET,SF,15.3
RB,Raheem Mostert (28792315),Raheem Mostert,28792315,RB/FLEX,5400,MIA@LAC 09/10/2023 04:25PM ET,MIA,10.8
RB,D'Andre Swift (28792317),D'Andre Swift,28792317,RB/FLEX,5400,PHI@NE 09/10/2023 04:25PM ET,PHI,11.1
WR,Rashod Bateman (28792659),Rashod Bateman,28792659,WR/FLEX,5300,HOU@BAL 09/10/2023 01:00PM ET,BAL,8.6
QB,Derek Carr (28792196),Derek Carr,28792196,QB,5300,TEN@NO 09/10/2023 01:00PM ET,NO,16.1
WR,Diontae Johnson (28792657),Diontae Johnson,28792657,WR/FLEX,5300,SF@PIT 09/10/2023 01:00PM ET,PIT,12.5
RB,Khalil Herbert (28792323),Khalil Herbert,28792323,RB/FLEX,5300,GB@CHI 09/10/2023 04:25PM ET,CHI,11.7
QB,Jimmy Garoppolo (28792195),Jimmy Garoppolo,28792195,QB,5300,LV@DEN 09/10/2023 04:25PM ET,LV,15
RB,Jeff Wilson Jr. (28792321),Jeff Wilson Jr.,28792321,RB/FLEX,5300,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
QB,Ryan Tannehill (28792198),Ryan Tannehill,28792198,QB,5200,TEN@NO 09/10/2023 01:00PM ET,TEN,14.4
QB,Kenny Pickett (28792197),Kenny Pickett,28792197,QB,5200,SF@PIT 09/10/2023 01:00PM ET,PIT,15.3
RB,Antonio Gibson (28792327),Antonio Gibson,28792327,RB/FLEX,5200,ARI@WAS 09/10/2023 01:00PM ET,WAS,9.4
WR,Marquise Brown (28792663),Marquise Brown,28792663,WR/FLEX,5200,ARI@WAS 09/10/2023 01:00PM ET,ARI,10.7
RB,AJ Dillon (28792325),AJ Dillon,28792325,RB/FLEX,5200,GB@CHI 09/10/2023 04:25PM ET,GB,9
WR,Courtland Sutton (28792661),Courtland Sutton,28792661,WR/FLEX,5200,LV@DEN 09/10/2023 04:25PM ET,DEN,11.9
RB,Ezekiel Elliott (29012892),Ezekiel Elliott,29012892,RB/FLEX,5200,PHI@NE 09/10/2023 04:25PM ET,NE,8.1
WR,Jordan Addison (28792667),Jordan Addison,28792667,WR/FLEX,5100,TB@MIN 09/10/2023 01:00PM ET,MIN,10.6
RB,Jamaal Williams (28792333),Jamaal Williams,28792333,RB/FLEX,5100,TEN@NO 09/10/2023 01:00PM ET,NO,13.4
WR,Michael Thomas (28792665),Michael Thomas,28792665,WR/FLEX,5100,TEN@NO 09/10/2023 01:00PM ET,NO,11
RB,Brian Robinson Jr. (28792331),Brian Robinson Jr.,28792331,RB/FLEX,5100,ARI@WAS 09/10/2023 01:00PM ET,WAS,11.8
RB,Samaje Perine (28792329),Samaje Perine,28792329,RB/FLEX,5100,LV@DEN 09/10/2023 04:25PM ET,DEN,9.2
QB,Mac Jones (28792199),Mac Jones,28792199,QB,5100,PHI@NE 09/10/2023 04:25PM ET,NE,13.9
RB,Chuba Hubbard (28792341),Chuba Hubbard,28792341,RB/FLEX,5000,CAR@ATL 09/10/2023 01:00PM ET,CAR,6.6
RB,Cordarrelle Patterson (28792343),Cordarrelle Patterson,28792343,RB/FLEX,5000,CAR@ATL 09/10/2023 01:00PM ET,ATL,5.3
WR,Odell Beckham Jr. (28792675),Odell Beckham Jr.,28792675,WR/FLEX,5000,HOU@BAL 09/10/2023 01:00PM ET,BAL,9.9
WR,Robert Woods (28792677),Robert Woods,28792677,WR/FLEX,5000,HOU@BAL 09/10/2023 01:00PM ET,HOU,7.7
RB,Tank Bigsby (28792339),Tank Bigsby,28792339,RB/FLEX,5000,JAX@IND 09/10/2023 01:00PM ET,JAX,6.2
WR,Treylon Burks (28792673),Treylon Burks,28792673,WR/FLEX,5000,TEN@NO 09/10/2023 01:00PM ET,TEN,7.5
RB,Elijah Mitchell (28792337),Elijah Mitchell,28792337,RB/FLEX,5000,SF@PIT 09/10/2023 01:00PM ET,SF,7.3
WR,George Pickens (28792671),George Pickens,28792671,WR/FLEX,5000,SF@PIT 09/10/2023 01:00PM ET,PIT,11.7
WR,Jahan Dotson (28792669),Jahan Dotson,28792669,WR/FLEX,5000,ARI@WAS 09/10/2023 01:00PM ET,WAS,11.3
QB,Jordan Love (28792200),Jordan Love,28792200,QB,5000,GB@CHI 09/10/2023 04:25PM ET,GB,15.6
RB,Rashaad Penny (28792335),Rashaad Penny,28792335,RB/FLEX,5000,PHI@NE 09/10/2023 04:25PM ET,PHI,5
TE,Dallas Goedert (28793255),Dallas Goedert,28793255,TE/FLEX,5000,PHI@NE 09/10/2023 04:25PM ET,PHI,9.8
QB,Desmond Ridder (28792204),Desmond Ridder,28792204,QB,4900,CAR@ATL 09/10/2023 01:00PM ET,ATL,14.6
QB,Gardner Minshew II (28792203),Gardner Minshew II,28792203,QB,4900,JAX@IND 09/10/2023 01:00PM ET,IND,0
QB,Baker Mayfield (28792202),Baker Mayfield,28792202,QB,4900,TB@MIN 09/10/2023 01:00PM ET,TB,16
RB,Tyjae Spears (28792349),Tyjae Spears,28792349,RB/FLEX,4900,TEN@NO 09/10/2023 01:00PM ET,TEN,4.2
WR,Brandon Aiyuk (28792681),Brandon Aiyuk,28792681,WR/FLEX,4900,SF@PIT 09/10/2023 01:00PM ET,SF,11.8
QB,Sam Howell (28792201),Sam Howell,28792201,QB,4900,ARI@WAS 09/10/2023 01:00PM ET,WAS,17.5
RB,Joshua Kelley (28792345),Joshua Kelley,28792345,RB/FLEX,4900,MIA@LAC 09/10/2023 04:25PM ET,LAC,4.7
RB,De'Von Achane (28792347),De'Von Achane,28792347,RB/FLEX,4900,MIA@LAC 09/10/2023 04:25PM ET,MIA,7.1
WR,Jaxon Smith-Njigba (28792679),Jaxon Smith-Njigba,28792679,WR/FLEX,4900,LAR@SEA 09/10/2023 04:25PM ET,SEA,6.6
QB,P.J. Walker (28792205),P.J. Walker,28792205,QB,4800,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
QB,Tyler Huntley (28792210),Tyler Huntley,28792210,QB,4800,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
QB,Trevor Siemian (28792209),Trevor Siemian,28792209,QB,4800,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
QB,Jameis Winston (28792208),Jameis Winston,28792208,QB,4800,TEN@NO 09/10/2023 01:00PM ET,NO,0
QB,Jacoby Brissett (28792206),Jacoby Brissett,28792206,QB,4800,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
QB,Colt McCoy (28792207),Colt McCoy,28792207,QB,4800,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
RB,Zamir White (28792355),Zamir White,28792355,RB/FLEX,4800,LV@DEN 09/10/2023 04:25PM ET,LV,3.5
WR,Jakobi Meyers (28792685),Jakobi Meyers,28792685,WR/FLEX,4800,LV@DEN 09/10/2023 04:25PM ET,LV,9
WR,JuJu Smith-Schuster (28792683),JuJu Smith-Schuster,28792683,WR/FLEX,4800,PHI@NE 09/10/2023 04:25PM ET,NE,11.6
RB,Zach Charbonnet (28792351),Zach Charbonnet,28792351,RB/FLEX,4800,LAR@SEA 09/10/2023 04:25PM ET,SEA,6.8
RB,Sony Michel (28792353),Sony Michel,28792353,RB/FLEX,4800,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
TE,Tyler Higbee (28793257),Tyler Higbee,28793257,TE/FLEX,4800,LAR@SEA 09/10/2023 04:25PM ET,LAR,11.3
QB,Taylor Heinicke (28792215),Taylor Heinicke,28792215,QB,4700,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Devin Singletary (28792361),Devin Singletary,28792361,RB/FLEX,4700,HOU@BAL 09/10/2023 01:00PM ET,HOU,6.2
WR,Nico Collins (28792689),Nico Collins,28792689,WR/FLEX,4700,HOU@BAL 09/10/2023 01:00PM ET,HOU,9.5
RB,Chase Brown (28792359),Chase Brown,28792359,RB/FLEX,4700,CIN@CLE 09/10/2023 01:00PM ET,CIN,3.7
TE,Evan Engram (28793259),Evan Engram,28793259,TE/FLEX,4700,JAX@IND 09/10/2023 01:00PM ET,JAX,10.1
QB,Will Levis (28792214),Will Levis,28792214,QB,4700,TEN@NO 09/10/2023 01:00PM ET,TEN,0
QB,Trey Lance (28792213),Trey Lance,28792213,QB,4700,SF@PIT 09/10/2023 01:00PM ET,SF,0
RB,Jordan Mason (28792357),Jordan Mason,28792357,RB/FLEX,4700,SF@PIT 09/10/2023 01:00PM ET,SF,0.4
QB,Jarrett Stidham (28792212),Jarrett Stidham,28792212,QB,4700,LV@DEN 09/10/2023 04:25PM ET,DEN,0
QB,Marcus Mariota (28792211),Marcus Mariota,28792211,QB,4700,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Van Jefferson (28792687),Van Jefferson,28792687,WR/FLEX,4700,LAR@SEA 09/10/2023 04:25PM ET,LAR,10.9
QB,Joshua Dobbs (28792221),Joshua Dobbs,28792221,QB,4600,ARI@WAS 09/10/2023 01:00PM ET,ARI,13.1
QB,Andy Dalton (28792223),Andy Dalton,28792223,QB,4600,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
WR,Adam Thielen (28792693),Adam Thielen,28792693,WR/FLEX,4600,CAR@ATL 09/10/2023 01:00PM ET,CAR,10.4
QB,Davis Mills (28792222),Davis Mills,28792222,QB,4600,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
RB,Melvin Gordon III (28792371),Melvin Gordon III,28792371,RB/FLEX,4600,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
TE,Dalton Schultz (28793261),Dalton Schultz,28793261,TE/FLEX,4600,HOU@BAL 09/10/2023 01:00PM ET,HOU,8.9
QB,Kyle Trask (28792220),Kyle Trask,28792220,QB,4600,TB@MIN 09/10/2023 01:00PM ET,TB,0
RB,Ty Chandler (28792369),Ty Chandler,28792369,RB/FLEX,4600,TB@MIN 09/10/2023 01:00PM ET,MIN,5.5
QB,Sam Darnold (28792218),Sam Darnold,28792218,QB,4600,SF@PIT 09/10/2023 01:00PM ET,SF,0
QB,Mitch Trubisky (28792219),Mitch Trubisky,28792219,QB,4600,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Jaylen Warren (28792367),Jaylen Warren,28792367,RB/FLEX,4600,SF@PIT 09/10/2023 01:00PM ET,PIT,6.8
RB,Keaontay Ingram (28792365),Keaontay Ingram,28792365,RB/FLEX,4600,ARI@WAS 09/10/2023 01:00PM ET,ARI,4.3
WR,Hunter Renfrow (28792691),Hunter Renfrow,28792691,WR/FLEX,4600,LV@DEN 09/10/2023 04:25PM ET,LV,7.4
QB,Easton Stick (28792216),Easton Stick,28792216,QB,4600,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
QB,Mike White (28792217),Mike White,28792217,QB,4600,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
RB,Isaiah Spiller (28792363),Isaiah Spiller,28792363,RB/FLEX,4600,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
RB,Tony Jones Jr. (28792373),Tony Jones Jr.,28792373,RB/FLEX,4500,TEN@NO 09/10/2023 01:00PM ET,NO,0
TE,Kyle Pitts (28793263),Kyle Pitts,28793263,TE/FLEX,4500,CAR@ATL 09/10/2023 01:00PM ET,ATL,10.1
RB,Gus Edwards (28792379),Gus Edwards,28792379,RB/FLEX,4500,HOU@BAL 09/10/2023 01:00PM ET,BAL,8.6
WR,Zay Jones (28792697),Zay Jones,28792697,WR/FLEX,4500,JAX@IND 09/10/2023 01:00PM ET,JAX,8.9
RB,Corey Clement (28792377),Corey Clement,28792377,RB/FLEX,4500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
RB,Roschon Johnson (28792375),Roschon Johnson,28792375,RB/FLEX,4500,GB@CHI 09/10/2023 04:25PM ET,CHI,4.5
WR,Darnell Mooney (28792695),Darnell Mooney,28792695,WR/FLEX,4500,GB@CHI 09/10/2023 04:25PM ET,CHI,8.8
QB,Bailey Zappe (28792224),Bailey Zappe,28792224,QB,4500,PHI@NE 09/10/2023 04:25PM ET,NE,0
QB,Nick Mullens (28792225),Nick Mullens,28792225,QB,4400,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,Hassan Haskins (28792383),Hassan Haskins,28792383,RB/FLEX,4400,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Romeo Doubs (28792703),Romeo Doubs,28792703,WR/FLEX,4400,GB@CHI 09/10/2023 04:25PM ET,GB,8.8
TE,Cole Kmet (28793265),Cole Kmet,28793265,TE/FLEX,4400,GB@CHI 09/10/2023 04:25PM ET,CHI,7.3
WR,Quentin Johnston (28792701),Quentin Johnston,28792701,WR/FLEX,4400,MIA@LAC 09/10/2023 04:25PM ET,LAC,7.3
RB,Boston Scott (28792381),Boston Scott,28792381,RB/FLEX,4400,PHI@NE 09/10/2023 04:25PM ET,PHI,1.5
WR,Ty Montgomery II (28792699),Ty Montgomery II,28792699,WR/FLEX,4400,PHI@NE 09/10/2023 04:25PM ET,NE,0
RB,Chris Evans (28792389),Chris Evans,28792389,RB/FLEX,4300,CIN@CLE 09/10/2023 01:00PM ET,CIN,5.7
WR,Donovan Peoples-Jones (28792707),Donovan Peoples-Jones,28792707,WR/FLEX,4300,CIN@CLE 09/10/2023 01:00PM ET,CLE,8.5
RB,Sean Tucker (28792387),Sean Tucker,28792387,RB/FLEX,4300,TB@MIN 09/10/2023 01:00PM ET,TB,4.8
WR,K.J. Osborn (28792705),K.J. Osborn,28792705,WR/FLEX,4300,TB@MIN 09/10/2023 01:00PM ET,MIN,7.8
RB,Kendre Miller (28792385),Kendre Miller,28792385,RB/FLEX,4300,TEN@NO 09/10/2023 01:00PM ET,NO,5.9
TE,Gerald Everett (28793267),Gerald Everett,28793267,TE/FLEX,4300,MIA@LAC 09/10/2023 04:25PM ET,LAC,7.5
RB,Pierre Strong Jr. (28792393),Pierre Strong Jr.,28792393,RB/FLEX,4200,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
RB,Jerome Ford (28792403),Jerome Ford,28792403,RB/FLEX,4200,CIN@CLE 09/10/2023 01:00PM ET,CLE,6.5
TE,David Njoku (28793269),David Njoku,28793269,TE/FLEX,4200,CIN@CLE 09/10/2023 01:00PM ET,CLE,9.3
QB,C.J. Beathard (28792227),C.J. Beathard,28792227,QB,4200,JAX@IND 09/10/2023 01:00PM ET,JAX,0
RB,JaMycal Hasty (28792399),JaMycal Hasty,28792399,RB/FLEX,4200,JAX@IND 09/10/2023 01:00PM ET,JAX,2.4
RB,Zack Moss (28792401),Zack Moss,28792401,RB/FLEX,4200,JAX@IND 09/10/2023 01:00PM ET,IND,0
RB,Ke'Shawn Vaughn (28792395),Ke'Shawn Vaughn,28792395,RB/FLEX,4200,TB@MIN 09/10/2023 01:00PM ET,TB,0.6
RB,Chase Edmonds (28792397),Chase Edmonds,28792397,RB/FLEX,4200,TB@MIN 09/10/2023 01:00PM ET,TB,5.9
WR,Curtis Samuel (28792709),Curtis Samuel,28792709,WR/FLEX,4200,ARI@WAS 09/10/2023 01:00PM ET,WAS,8
WR,Rondale Moore (28792711),Rondale Moore,28792711,WR/FLEX,4200,ARI@WAS 09/10/2023 01:00PM ET,ARI,8.8
RB,Kenneth Gainwell (28792391),Kenneth Gainwell,28792391,RB/FLEX,4200,PHI@NE 09/10/2023 04:25PM ET,PHI,5.8
QB,Drew Lock (28792226),Drew Lock,28792226,QB,4200,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Tyler Boyd (28792715),Tyler Boyd,28792715,WR/FLEX,4100,CIN@CLE 09/10/2023 01:00PM ET,CIN,9.7
RB,Deon Jackson (28792411),Deon Jackson,28792411,RB/FLEX,4100,JAX@IND 09/10/2023 01:00PM ET,IND,10.9
TE,Pat Freiermuth (28793271),Pat Freiermuth,28793271,TE/FLEX,4100,SF@PIT 09/10/2023 01:00PM ET,PIT,9.7
RB,Ameer Abdullah (28792409),Ameer Abdullah,28792409,RB/FLEX,4100,LV@DEN 09/10/2023 04:25PM ET,LV,2.1
WR,DeVante Parker (28792713),DeVante Parker,28792713,WR/FLEX,4100,PHI@NE 09/10/2023 04:25PM ET,NE,8.3
RB,DeeJay Dallas (28792405),DeeJay Dallas,28792405,RB/FLEX,4100,LAR@SEA 09/10/2023 04:25PM ET,SEA,2.2
RB,Kyren Williams (28792407),Kyren Williams,28792407,RB/FLEX,4100,LAR@SEA 09/10/2023 04:25PM ET,LAR,6.3
QB,Matt Corral (28792266),Matt Corral,28792266,QB,4000,PHI@NE 09/10/2023 04:25PM ET,NE,0
RB,Larry Rountree III (28792429),Larry Rountree III,28792429,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0.5
RB,Zander Horvath (28792435),Zander Horvath,28792435,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Qadree Ollison (28792541),Qadree Ollison,28792541,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Demetric Felton (28792549),Demetric Felton,28792549,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
QB,Logan Woodside (28792267),Logan Woodside,28792267,QB,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
QB,Austin Aune (28792268),Austin Aune,28792268,QB,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Raheem Blackshear (28792585),Raheem Blackshear,28792585,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,3.4
RB,Spencer Brown (28792587),Spencer Brown,28792587,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Camerun Peoples (28792589),Camerun Peoples,28792589,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Tiyon Evans (28792591),Tiyon Evans,28792591,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Carlos Washington Jr. (28792593),Carlos Washington Jr.,28792593,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Avery Williams (28792595),Avery Williams,28792595,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
